"Step","PPO (default), operantCurriculum E, timescale=1, 400K timesteps - rollout/ep_rew_mean","PPO (default), operantCurriculum E, timescale=1, 400K timesteps - rollout/ep_rew_mean__MIN","PPO (default), operantCurriculum E, timescale=1, 400K timesteps - rollout/ep_rew_mean__MAX","PPO (default), operantCurriculum D, timescale=1, 400K timesteps - rollout/ep_rew_mean","PPO (default), operantCurriculum D, timescale=1, 400K timesteps - rollout/ep_rew_mean__MIN","PPO (default), operantCurriculum D, timescale=1, 400K timesteps - rollout/ep_rew_mean__MAX","PPO (default), operantCurriculum C, timescale=1, 400K timesteps - rollout/ep_rew_mean","PPO (default), operantCurriculum C, timescale=1, 400K timesteps - rollout/ep_rew_mean__MIN","PPO (default), operantCurriculum C, timescale=1, 400K timesteps - rollout/ep_rew_mean__MAX","PPO (default), operantCurriculum B, timescale=1, 400K timesteps - rollout/ep_rew_mean","PPO (default), operantCurriculum B, timescale=1, 400K timesteps - rollout/ep_rew_mean__MIN","PPO (default), operantCurriculum B, timescale=1, 400K timesteps - rollout/ep_rew_mean__MAX","PPO (default), operantCurriculum A, timescale=1, 400K timesteps - rollout/ep_rew_mean","PPO (default), operantCurriculum A, timescale=1, 400K timesteps - rollout/ep_rew_mean__MIN","PPO (default), operantCurriculum A, timescale=1, 400K timesteps - rollout/ep_rew_mean__MAX"
"84","-0.36479198932647705","-0.36479198932647705","-0.36479198932647705","-0.05257600173354149","-0.05257600173354149","-0.05257600173354149","-0.43327200412750244","-0.43327200412750244","-0.43327200412750244","0.5611799955368042","0.5611799955368042","0.5611799955368042","-0.7832040190696716","-0.7832040190696716","-0.7832040190696716"
"85","-0.3650040030479431","-0.3650040030479431","-0.3650040030479431","-0.053328000009059906","-0.053328000009059906","-0.053328000009059906","-0.45125600695610046","-0.45125600695610046","-0.45125600695610046","0.5341920256614685","0.5341920256614685","0.5341920256614685","-0.7640399932861328","-0.7640399932861328","-0.7640399932861328"
"86","-0.37045198678970337","-0.37045198678970337","-0.37045198678970337","-0.05392000079154968","-0.05392000079154968","-0.05392000079154968","-0.45125600695610046","-0.45125600695610046","-0.45125600695610046","0.47547200322151184","0.47547200322151184","0.47547200322151184","-0.7303199768066406","-0.7303199768066406","-0.7303199768066406"
"87","-0.37045198678970337","-0.37045198678970337","-0.37045198678970337","-0.05423999950289726","-0.05423999950289726","-0.05423999950289726","-0.44981199502944946","-0.44981199502944946","-0.44981199502944946","0.431412011384964","0.431412011384964","0.431412011384964","-0.710860013961792","-0.710860013961792","-0.710860013961792"
"88","-0.3676759898662567","-0.3676759898662567","-0.3676759898662567","-0.05470399931073189","-0.05470399931073189","-0.05470399931073189","-0.4690200090408325","-0.4690200090408325","-0.4690200090408325","0.3897719979286194","0.3897719979286194","0.3897719979286194","-0.710860013961792","-0.710860013961792","-0.710860013961792"
"89","-0.3632879853248596","-0.3632879853248596","-0.3632879853248596","-0.05486400052905083","-0.05486400052905083","-0.05486400052905083","-0.4883120059967041","-0.4883120059967041","-0.4883120059967041","0.34474000334739685","0.34474000334739685","0.34474000334739685","-0.5595679879188538","-0.5595679879188538","-0.5595679879188538"
"90","-0.345988005399704","-0.345988005399704","-0.345988005399704","-0.05339999869465828","-0.05339999869465828","-0.05339999869465828","-0.4897800087928772","-0.4897800087928772","-0.4897800087928772","0.3237519860267639","0.3237519860267639","0.3237519860267639","-0.5613120198249817","-0.5613120198249817","-0.5613120198249817"
"91","-0.345988005399704","-0.345988005399704","-0.345988005399704","-0.07236400246620178","-0.07236400246620178","-0.07236400246620178","-0.49052000045776367","-0.49052000045776367","-0.49052000045776367","0.28339600563049316","0.28339600563049316","0.28339600563049316","-0.5613120198249817","-0.5613120198249817","-0.5613120198249817"
"92","-0.36221998929977417","-0.36221998929977417","-0.36221998929977417","-0.07239600270986557","-0.07239600270986557","-0.07239600270986557","-0.5099239945411682","-0.5099239945411682","-0.5099239945411682","0.23680000007152557","0.23680000007152557","0.23680000007152557","-0.5062599778175354","-0.5062599778175354","-0.5062599778175354"
"93","-0.36221998929977417","-0.36221998929977417","-0.36221998929977417","-0.0607680007815361","-0.0607680007815361","-0.0607680007815361","-0.5293359756469727","-0.5293359756469727","-0.5293359756469727","0.20727600157260895","0.20727600157260895","0.20727600157260895","-0.5062599778175354","-0.5062599778175354","-0.5062599778175354"
"94","-0.36096400022506714","-0.36096400022506714","-0.36096400022506714","-0.06063200160861015","-0.06063200160861015","-0.06063200160861015","-0.5142800211906433","-0.5142800211906433","-0.5142800211906433","0.16051200032234192","0.16051200032234192","0.16051200032234192","-0.4875119924545288","-0.4875119924545288","-0.4875119924545288"
"95","-0.3785960078239441","-0.3785960078239441","-0.3785960078239441","-0.05964399874210358","-0.05964399874210358","-0.05964399874210358","-0.5143839716911316","-0.5143839716911316","-0.5143839716911316","0.13203999400138855","0.13203999400138855","0.13203999400138855","-0.4551360011100769","-0.4551360011100769","-0.4551360011100769"
"96","-0.3785960078239441","-0.3785960078239441","-0.3785960078239441","-0.06323999911546707","-0.06323999911546707","-0.06323999911546707","-0.5267559885978699","-0.5267559885978699","-0.5267559885978699","0.10140000283718109","0.10140000283718109","0.10140000283718109","-0.3835639953613281","-0.3835639953613281","-0.3835639953613281"
"97","-0.377703994512558","-0.377703994512558","-0.377703994512558","-0.06239200010895729","-0.06239200010895729","-0.06239200010895729","-0.5238479971885681","-0.5238479971885681","-0.5238479971885681","0.20503999292850494","0.20503999292850494","0.20503999292850494","-0.3735080063343048","-0.3735080063343048","-0.3735080063343048"
"98","-0.39542800188064575","-0.39542800188064575","-0.39542800188064575","-0.06176000088453293","-0.06176000088453293","-0.06176000088453293","-0.5218480229377747","-0.5218480229377747","-0.5218480229377747","0.30081599950790405","0.30081599950790405","0.30081599950790405","-0.3377920091152191","-0.3377920091152191","-0.3377920091152191"
"99","-0.41050800681114197","-0.41050800681114197","-0.41050800681114197","-0.061827998608350754","-0.061827998608350754","-0.061827998608350754","-0.5023959875106812","-0.5023959875106812","-0.5023959875106812","0.6042559742927551","0.6042559742927551","0.6042559742927551","-0.2475080043077469","-0.2475080043077469","-0.2475080043077469"
"100","-0.3901880085468292","-0.3901880085468292","-0.3901880085468292","-0.061719998717308044","-0.061719998717308044","-0.061719998717308044","-0.5019479990005493","-0.5019479990005493","-0.5019479990005493","0.8409559726715088","0.8409559726715088","0.8409559726715088","-0.24685199558734894","-0.24685199558734894","-0.24685199558734894"
"101","-0.39518800377845764","-0.39518800377845764","-0.39518800377845764","-0.061420001089572906","-0.061420001089572906","-0.061420001089572906","-0.48281198740005493","-0.48281198740005493","-0.48281198740005493","0.872107982635498","0.872107982635498","0.872107982635498","-0.21009600162506104","-0.21009600162506104","-0.21009600162506104"
"102","-0.39493998885154724","-0.39493998885154724","-0.39493998885154724","-0.06108799949288368","-0.06108799949288368","-0.06108799949288368","-0.5010600090026855","-0.5010600090026855","-0.5010600090026855","0.8998799920082092","0.8998799920082092","0.8998799920082092","-0.1423480063676834","-0.1423480063676834","-0.1423480063676834"
"103","-0.4009320139884949","-0.4009320139884949","-0.4009320139884949","-0.0614439994096756","-0.0614439994096756","-0.0614439994096756","-0.5017600059509277","-0.5017600059509277","-0.5017600059509277","0.8891720175743103","0.8891720175743103","0.8891720175743103","-0.050067998468875885","-0.050067998468875885","-0.050067998468875885"
"104","-0.40058401226997375","-0.40058401226997375","-0.40058401226997375","-0.04229599982500076","-0.04229599982500076","-0.04229599982500076","-0.5015919804573059","-0.5015919804573059","-0.5015919804573059","0.8897920250892639","0.8897920250892639","0.8897920250892639","0.048739999532699585","0.048739999532699585","0.048739999532699585"
"105","-0.40058401226997375","-0.40058401226997375","-0.40058401226997375","-0.04205600172281265","-0.04205600172281265","-0.04205600172281265","-0.4823319911956787","-0.4823319911956787","-0.4823319911956787","0.9086719751358032","0.9086719751358032","0.9086719751358032","0.24611599743366241","0.24611599743366241","0.24611599743366241"
"106","-0.4162200093269348","-0.4162200093269348","-0.4162200093269348","-0.0418040007352829","-0.0418040007352829","-0.0418040007352829","-0.4653240144252777","-0.4653240144252777","-0.4653240144252777","0.8859879970550537","0.8859879970550537","0.8859879970550537","0.5515559911727905","0.5515559911727905","0.5515559911727905"
"107","-0.4255799949169159","-0.4255799949169159","-0.4255799949169159","-0.041627999395132065","-0.041627999395132065","-0.041627999395132065","-0.46349599957466125","-0.46349599957466125","-0.46349599957466125","0.88919597864151","0.88919597864151","0.88919597864151","0.7866320013999939","0.7866320013999939","0.7866320013999939"
"108","-0.40622401237487793","-0.40622401237487793","-0.40622401237487793","-0.04124800115823746","-0.04124800115823746","-0.04124800115823746","-0.4578559994697571","-0.4578559994697571","-0.4578559994697571","0.8914600014686584","0.8914600014686584","0.8914600014686584","0.9122999906539917","0.9122999906539917","0.9122999906539917"
"109","-0.4044319987297058","-0.4044319987297058","-0.4044319987297058","-0.04129600152373314","-0.04129600152373314","-0.04129600152373314","-0.4769720137119293","-0.4769720137119293","-0.4769720137119293","0.8726080060005188","0.8726080060005188","0.8726080060005188","0.9348679780960083","0.9348679780960083","0.9348679780960083"
"110","-0.4202759861946106","-0.4202759861946106","-0.4202759861946106","-0.04108799993991852","-0.04108799993991852","-0.04108799993991852","-0.4769720137119293","-0.4769720137119293","-0.4769720137119293","0.8763279914855957","0.8763279914855957","0.8763279914855957","0.9131280183792114","0.9131280183792114","0.9131280183792114"
"111","-0.4193120002746582","-0.4193120002746582","-0.4193120002746582","-0.042844001203775406","-0.042844001203775406","-0.042844001203775406","-0.46468400955200195","-0.46468400955200195","-0.46468400955200195","0.8781200051307678","0.8781200051307678","0.8781200051307678","0.8951560258865356","0.8951560258865356","0.8951560258865356"
"112","-0.36239200830459595","-0.36239200830459595","-0.36239200830459595","-0.04305199906229973","-0.04305199906229973","-0.04305199906229973","-0.48395198583602905","-0.48395198583602905","-0.48395198583602905","0.8753359913825989","0.8753359913825989","0.8753359913825989","0.89792799949646","0.89792799949646","0.89792799949646"
"113","-0.32440799474716187","-0.32440799474716187","-0.32440799474716187","-0.023903999477624893","-0.023903999477624893","-0.023903999477624893","-0.5029799938201904","-0.5029799938201904","-0.5029799938201904","0.9291399717330933","0.9291399717330933","0.9291399717330933","0.8588359951972961","0.8588359951972961","0.8588359951972961"
"114","-0.31630000472068787","-0.31630000472068787","-0.31630000472068787","-0.023824000731110573","-0.023824000731110573","-0.023824000731110573","-0.5086359977722168","-0.5086359977722168","-0.5086359977722168","0.9311479926109314","0.9311479926109314","0.9311479926109314","0.8190799951553345","0.8190799951553345","0.8190799951553345"
"115","-0.29605600237846375","-0.29605600237846375","-0.29605600237846375","-0.0348999984562397","-0.0348999984562397","-0.0348999984562397","-0.5279120206832886","-0.5279120206832886","-0.5279120206832886","0.9401879906654358","0.9401879906654358","0.9401879906654358","0.7788800001144409","0.7788800001144409","0.7788800001144409"
"116","-0.3128400146961212","-0.3128400146961212","-0.3128400146961212","-0.03505599871277809","-0.03505599871277809","-0.03505599871277809","-0.530888020992279","-0.530888020992279","-0.530888020992279","0.9348599910736084","0.9348599910736084","0.9348599910736084","0.7454079985618591","0.7454079985618591","0.7454079985618591"
"117","-0.31274399161338806","-0.31274399161338806","-0.31274399161338806","-0.031408000737428665","-0.031408000737428665","-0.031408000737428665","-0.530888020992279","-0.530888020992279","-0.530888020992279","0.9331880211830139","0.9331880211830139","0.9331880211830139","0.7407240271568298","0.7407240271568298","0.7407240271568298"
"118","-0.29078400135040283","-0.29078400135040283","-0.29078400135040283","-0.03162800148129463","-0.03162800148129463","-0.03162800148129463","-0.5502279996871948","-0.5502279996871948","-0.5502279996871948","0.9361680150032043","0.9361680150032043","0.9361680150032043","0.7402080297470093","0.7402080297470093","0.7402080297470093"
"119","-0.2538760006427765","-0.2538760006427765","-0.2538760006427765","-0.03170400112867355","-0.03170400112867355","-0.03170400112867355","-0.5319240093231201","-0.5319240093231201","-0.5319240093231201","0.9422479867935181","0.9422479867935181","0.9422479867935181","0.6978560090065002","0.6978560090065002","0.6978560090065002"
"120","-0.20781199634075165","-0.20781199634075165","-0.20781199634075165","-0.031939998269081116","-0.031939998269081116","-0.031939998269081116","-0.5506399869918823","-0.5506399869918823","-0.5506399869918823","0.9225000143051147","0.9225000143051147","0.9225000143051147","0.6582599878311157","0.6582599878311157","0.6582599878311157"
"121","-0.15203599631786346","-0.15203599631786346","-0.15203599631786346","-0.03205600008368492","-0.03205600008368492","-0.03205600008368492","-0.5506399869918823","-0.5506399869918823","-0.5506399869918823","0.898747980594635","0.898747980594635","0.898747980594635","0.7562320232391357","0.7562320232391357","0.7562320232391357"
"122","-0.15187999606132507","-0.15187999606132507","-0.15187999606132507","-0.03223999962210655","-0.03223999962210655","-0.03223999962210655","-0.5364919900894165","-0.5364919900894165","-0.5364919900894165","0.8997359871864319","0.8997359871864319","0.8997359871864319","0.8410320281982422","0.8410320281982422","0.8410320281982422"
"123","-0.11336799710988998","-0.11336799710988998","-0.11336799710988998","-0.03402800112962723","-0.03402800112962723","-0.03402800112962723","-0.5418000221252441","-0.5418000221252441","-0.5418000221252441","0.9371600151062012","0.9371600151062012","0.9371600151062012","0.8210840225219727","0.8210840225219727","0.8210840225219727"
"124","-0.09832800179719925","-0.09832800179719925","-0.09832800179719925","-0.03405199944972992","-0.03405199944972992","-0.03405199944972992","-0.5604640245437622","-0.5604640245437622","-0.5604640245437622","0.9356080293655396","0.9356080293655396","0.9356080293655396","0.916923999786377","0.916923999786377","0.916923999786377"
"125","-0.09262800216674805","-0.09262800216674805","-0.09262800216674805","-0.034008000046014786","-0.034008000046014786","-0.034008000046014786","-0.5604640245437622","-0.5604640245437622","-0.5604640245437622","0.9329879879951477","0.9329879879951477","0.9329879879951477","0.9365079998970032","0.9365079998970032","0.9365079998970032"
"126","-0.08581600338220596","-0.08581600338220596","-0.08581600338220596","-0.033608000725507736","-0.033608000725507736","-0.033608000725507736","-0.5604640245437622","-0.5604640245437622","-0.5604640245437622","0.9402999877929688","0.9402999877929688","0.9402999877929688","0.9442359805107117","0.9442359805107117","0.9442359805107117"
"127","-0.08508399873971939","-0.08508399873971939","-0.08508399873971939","-0.03386000171303749","-0.03386000171303749","-0.03386000171303749","-0.5756480097770691","-0.5756480097770691","-0.5756480097770691","0.9415000081062317","0.9415000081062317","0.9415000081062317","0.9241719841957092","0.9241719841957092","0.9241719841957092"
"128","-0.05835999920964241","-0.05835999920964241","-0.05835999920964241","-0.034963998943567276","-0.034963998943567276","-0.034963998943567276","-0.5948079824447632","-0.5948079824447632","-0.5948079824447632","0.9221760034561157","0.9221760034561157","0.9221760034561157","0.898311972618103","0.898311972618103","0.898311972618103"
"129","-0.05829999968409538","-0.05829999968409538","-0.05829999968409538","-0.03525200113654137","-0.03525200113654137","-0.03525200113654137","-0.597927987575531","-0.597927987575531","-0.597927987575531","0.9222959876060486","0.9222959876060486","0.9222959876060486","0.8938279747962952","0.8938279747962952","0.8938279747962952"
"130","-0.04687200114130974","-0.04687200114130974","-0.04687200114130974","-0.054708000272512436","-0.054708000272512436","-0.054708000272512436","-0.6171159744262695","-0.6171159744262695","-0.6171159744262695","0.9211879968643188","0.9211879968643188","0.9211879968643188","0.9354479908943176","0.9354479908943176","0.9354479908943176"
"131","-0.030212000012397766","-0.030212000012397766","-0.030212000012397766","-0.07413999736309052","-0.07413999736309052","-0.07413999736309052","-0.6363959908485413","-0.6363959908485413","-0.6363959908485413","0.941536009311676","0.941536009311676","0.941536009311676","0.939195990562439","0.939195990562439","0.939195990562439"
"132","0.0028359999414533377","0.0028359999414533377","0.0028359999414533377","-0.07873599976301193","-0.07873599976301193","-0.07873599976301193","-0.6363959908485413","-0.6363959908485413","-0.6363959908485413","0.9451559782028198","0.9451559782028198","0.9451559782028198","0.940608024597168","0.940608024597168","0.940608024597168"
"133","-0.002308000111952424","-0.002308000111952424","-0.002308000111952424","-0.07846000045537949","-0.07846000045537949","-0.07846000045537949","-0.6560479998588562","-0.6560479998588562","-0.6560479998588562","0.9429119825363159","0.9429119825363159","0.9429119825363159","0.9506840109825134","0.9506840109825134","0.9506840109825134"
"134","-0.0019600000232458115","-0.0019600000232458115","-0.0019600000232458115","-0.07661599665880203","-0.07661599665880203","-0.07661599665880203","-0.6564720273017883","-0.6564720273017883","-0.6564720273017883","0.9423760175704956","0.9423760175704956","0.9423760175704956","0.951632022857666","0.951632022857666","0.951632022857666"
"135","-0.005671999882906675","-0.005671999882906675","-0.005671999882906675","-0.06242400035262108","-0.06242400035262108","-0.06242400035262108","-0.6567599773406982","-0.6567599773406982","-0.6567599773406982","0.9420440196990967","0.9420440196990967","0.9420440196990967","0.912339985370636","0.912339985370636","0.912339985370636"
"136","-0.023547999560832977","-0.023547999560832977","-0.023547999560832977","-0.062063999474048615","-0.062063999474048615","-0.062063999474048615","-0.6596840023994446","-0.6596840023994446","-0.6596840023994446","0.9402400255203247","0.9402400255203247","0.9402400255203247","0.8732720017433167","0.8732720017433167","0.8732720017433167"
"137","-0.02964800037443638","-0.02964800037443638","-0.02964800037443638","-0.06177600100636482","-0.06177600100636482","-0.06177600100636482","-0.6569120287895203","-0.6569120287895203","-0.6569120287895203","0.9007319808006287","0.9007319808006287","0.9007319808006287","0.8144639730453491","0.8144639730453491","0.8144639730453491"
"138","-0.012536000460386276","-0.012536000460386276","-0.012536000460386276","-0.06159200146794319","-0.06159200146794319","-0.06159200146794319","-0.6751959919929504","-0.6751959919929504","-0.6751959919929504","0.9010080099105835","0.9010080099105835","0.9010080099105835","0.7753880023956299","0.7753880023956299","0.7753880023956299"
"139","-0.012791999615728855","-0.012791999615728855","-0.012791999615728855","-0.06102399900555611","-0.06102399900555611","-0.06102399900555611","-0.6759719848632812","-0.6759719848632812","-0.6759719848632812","0.9251160025596619","0.9251160025596619","0.9251160025596619","0.7366120219230652","0.7366120219230652","0.7366120219230652"
"140","0.0012959999730810523","0.0012959999730810523","0.0012959999730810523","-0.06225999817252159","-0.06225999817252159","-0.06225999817252159","-0.659883975982666","-0.659883975982666","-0.659883975982666","0.9405440092086792","0.9405440092086792","0.9405440092086792","0.693123996257782","0.693123996257782","0.693123996257782"
"141","-0.0018319999799132347","-0.0018319999799132347","-0.0018319999799132347","-0.06471200287342072","-0.06471200287342072","-0.06471200287342072","-0.6598479747772217","-0.6598479747772217","-0.6598479747772217","0.9387800097465515","0.9387800097465515","0.9387800097465515","0.6535239815711975","0.6535239815711975","0.6535239815711975"
"142","-0.013803999871015549","-0.013803999871015549","-0.013803999871015549","-0.08415599912405014","-0.08415599912405014","-0.08415599912405014","-0.6572800278663635","-0.6572800278663635","-0.6572800278663635","0.9340879917144775","0.9340879917144775","0.9340879917144775","0.5946320295333862","0.5946320295333862","0.5946320295333862"
"143","-0.030215999111533165","-0.030215999111533165","-0.030215999111533165","-0.08523999899625778","-0.08523999899625778","-0.08523999899625778","-0.6759560108184814","-0.6759560108184814","-0.6759560108184814","0.916916012763977","0.916916012763977","0.916916012763977","0.5546680092811584","0.5546680092811584","0.5546680092811584"
"144","-0.047120001167058945","-0.047120001167058945","-0.047120001167058945","-0.08832000195980072","-0.08832000195980072","-0.08832000195980072","-0.6761680245399475","-0.6761680245399475","-0.6761680245399475","0.9174839854240417","0.9174839854240417","0.9174839854240417","0.5322800278663635","0.5322800278663635","0.5322800278663635"
"145","-0.02895599976181984","-0.02895599976181984","-0.02895599976181984","-0.10820399969816208","-0.10820399969816208","-0.10820399969816208","-0.6753960251808167","-0.6753960251808167","-0.6753960251808167","0.9013360142707825","0.9013360142707825","0.9013360142707825","0.5122039914131165","0.5122039914131165","0.5122039914131165"
"146","-0.03720000013709068","-0.03720000013709068","-0.03720000013709068","-0.1276399940252304","-0.1276399940252304","-0.1276399940252304","-0.6685640215873718","-0.6685640215873718","-0.6685640215873718","0.9221479892730713","0.9221479892730713","0.9221479892730713","0.6692919731140137","0.6692919731140137","0.6692919731140137"
"147","-0.03948799893260002","-0.03948799893260002","-0.03948799893260002","-0.12650799751281738","-0.12650799751281738","-0.12650799751281738","-0.6496679782867432","-0.6496679782867432","-0.6496679782867432","0.9242759943008423","0.9242759943008423","0.9242759943008423","0.8909559845924377","0.8909559845924377","0.8909559845924377"
"148","-0.03951599821448326","-0.03951599821448326","-0.03951599821448326","-0.1488640010356903","-0.1488640010356903","-0.1488640010356903","-0.6625159978866577","-0.6625159978866577","-0.6625159978866577","0.9449480175971985","0.9449480175971985","0.9449480175971985","0.8706560134887695","0.8706560134887695","0.8706560134887695"
"149","-0.0218959990888834","-0.0218959990888834","-0.0218959990888834","-0.14931200444698334","-0.14931200444698334","-0.14931200444698334","-0.6433240175247192","-0.6433240175247192","-0.6433240175247192","0.944208025932312","0.944208025932312","0.944208025932312","0.8468800187110901","0.8468800187110901","0.8468800187110901"
"150","-0.022196000441908836","-0.022196000441908836","-0.022196000441908836","-0.15686799585819244","-0.15686799585819244","-0.15686799585819244","-0.6406760215759277","-0.6406760215759277","-0.6406760215759277","0.9408479928970337","0.9408479928970337","0.9408479928970337","0.8746560215950012","0.8746560215950012","0.8746560215950012"
"151","-0.022099999710917473","-0.022099999710917473","-0.022099999710917473","-0.15674400329589844","-0.15674400329589844","-0.15674400329589844","-0.6406760215759277","-0.6406760215759277","-0.6406760215759277","0.9218479990959167","0.9218479990959167","0.9218479990959167","0.8335000276565552","0.8335000276565552","0.8335000276565552"
"152","0.01093200035393238","0.01093200035393238","0.01093200035393238","-0.1608079969882965","-0.1608079969882965","-0.1608079969882965","-0.6406760215759277","-0.6406760215759277","-0.6406760215759277","0.9229239821434021","0.9229239821434021","0.9229239821434021","0.8070679903030396","0.8070679903030396","0.8070679903030396"
"153","-0.00036800000816583633","-0.00036800000816583633","-0.00036800000816583633","-0.1608400046825409","-0.1608400046825409","-0.1608400046825409","-0.6406760215759277","-0.6406760215759277","-0.6406760215759277","0.9453840255737305","0.9453840255737305","0.9453840255737305","0.7795040011405945","0.7795040011405945","0.7795040011405945"
"154","-0.016408000141382217","-0.016408000141382217","-0.016408000141382217","-0.16006000339984894","-0.16006000339984894","-0.16006000339984894","-0.6406599879264832","-0.6406599879264832","-0.6406599879264832","0.944819986820221","0.944819986820221","0.944819986820221","0.8446000218391418","0.8446000218391418","0.8446000218391418"
"155","-0.02632799930870533","-0.02632799930870533","-0.02632799930870533","-0.12077199667692184","-0.12077199667692184","-0.12077199667692184","-0.6213120222091675","-0.6213120222091675","-0.6213120222091675","0.9449800252914429","0.9449800252914429","0.9449800252914429","0.817296028137207","0.817296028137207","0.817296028137207"
"156","-0.026343999430537224","-0.026343999430537224","-0.026343999430537224","-0.11576399952173233","-0.11576399952173233","-0.11576399952173233","-0.6287440061569214","-0.6287440061569214","-0.6287440061569214","0.9435120224952698","0.9435120224952698","0.9435120224952698","0.7746239900588989","0.7746239900588989","0.7746239900588989"
"157","-0.02834399975836277","-0.02834399975836277","-0.02834399975836277","-0.11554399877786636","-0.11554399877786636","-0.11554399877786636","-0.6096320152282715","-0.6096320152282715","-0.6096320152282715","0.9426519870758057","0.9426519870758057","0.9426519870758057","0.8481879830360413","0.8481879830360413","0.8481879830360413"
"158","-0.04464399814605713","-0.04464399814605713","-0.04464399814605713","-0.115447998046875","-0.115447998046875","-0.115447998046875","-0.5904160141944885","-0.5904160141944885","-0.5904160141944885","0.9410439729690552","0.9410439729690552","0.9410439729690552","0.8654199838638306","0.8654199838638306","0.8654199838638306"
"159","-0.03859600052237511","-0.03859600052237511","-0.03859600052237511","-0.13653600215911865","-0.13653600215911865","-0.13653600215911865","-0.5527359843254089","-0.5527359843254089","-0.5527359843254089","0.9183040261268616","0.9183040261268616","0.9183040261268616","0.8448079824447632","0.8448079824447632","0.8448079824447632"
"160","-0.02236800082027912","-0.02236800082027912","-0.02236800082027912","-0.15808400511741638","-0.15808400511741638","-0.15808400511741638","-0.5334960222244263","-0.5334960222244263","-0.5334960222244263","0.8910959959030151","0.8910959959030151","0.8910959959030151","0.8995640277862549","0.8995640277862549","0.8995640277862549"
"161","-0.043804001063108444","-0.043804001063108444","-0.043804001063108444","-0.1585880070924759","-0.1585880070924759","-0.1585880070924759","-0.5303000211715698","-0.5303000211715698","-0.5303000211715698","0.8709080219268799","0.8709080219268799","0.8709080219268799","0.92985600233078","0.92985600233078","0.92985600233078"
"162","-0.043528001755476","-0.043528001755476","-0.043528001755476","-0.16167999804019928","-0.16167999804019928","-0.16167999804019928","-0.5109879970550537","-0.5109879970550537","-0.5109879970550537","0.8722959756851196","0.8722959756851196","0.8722959756851196","0.9510400295257568","0.9510400295257568","0.9510400295257568"
"163","-0.05719999969005585","-0.05719999969005585","-0.05719999969005585","-0.16657599806785583","-0.16657599806785583","-0.16657599806785583","-0.4920400083065033","-0.4920400083065033","-0.4920400083065033","0.9398679733276367","0.9398679733276367","0.9398679733276367","0.9535160064697266","0.9535160064697266","0.9535160064697266"
"164","-0.0731000006198883","-0.0731000006198883","-0.0731000006198883","-0.1676120012998581","-0.1676120012998581","-0.1676120012998581","-0.47252801060676575","-0.47252801060676575","-0.47252801060676575","0.9383080005645752","0.9383080005645752","0.9383080005645752","0.932424008846283","0.932424008846283","0.932424008846283"
"165","-0.07530000060796738","-0.07530000060796738","-0.07530000060796738","-0.1867319941520691","-0.1867319941520691","-0.1867319941520691","-0.4723159968852997","-0.4723159968852997","-0.4723159968852997","0.9149280190467834","0.9149280190467834","0.9149280190467834","0.9118639826774597","0.9118639826774597","0.9118639826774597"
"166","-0.05660799890756607","-0.05660799890756607","-0.05660799890756607","-0.1884240061044693","-0.1884240061044693","-0.1884240061044693","-0.49111199378967285","-0.49111199378967285","-0.49111199378967285","0.9148679971694946","0.9148679971694946","0.9148679971694946","0.9329280257225037","0.9329280257225037","0.9329280257225037"
"167","-0.037356000393629074","-0.037356000393629074","-0.037356000393629074","-0.17007200419902802","-0.17007200419902802","-0.17007200419902802","-0.48921999335289","-0.48921999335289","-0.48921999335289","0.9356639981269836","0.9356639981269836","0.9356639981269836","0.8944720029830933","0.8944720029830933","0.8944720029830933"
"168","-0.05584400147199631","-0.05584400147199631","-0.05584400147199631","-0.16925999522209167","-0.16925999522209167","-0.16925999522209167","-0.5084360241889954","-0.5084360241889954","-0.5084360241889954","0.9405040144920349","0.9405040144920349","0.9405040144920349","0.9146280288696289","0.9146280288696289","0.9146280288696289"
"169","-0.06665199995040894","-0.06665199995040894","-0.06665199995040894","-0.1661520004272461","-0.1661520004272461","-0.1661520004272461","-0.5084360241889954","-0.5084360241889954","-0.5084360241889954","0.9319040179252625","0.9319040179252625","0.9319040179252625","0.9011279940605164","0.9011279940605164","0.9011279940605164"
"170","-0.059939999133348465","-0.059939999133348465","-0.059939999133348465","-0.12665200233459473","-0.12665200233459473","-0.12665200233459473","-0.5119879841804504","-0.5119879841804504","-0.5119879841804504","0.9183279871940613","0.9183279871940613","0.9183279871940613","0.9383599758148193","0.9383599758148193","0.9383599758148193"
"171","-0.06006399914622307","-0.06006399914622307","-0.06006399914622307","-0.12591999769210815","-0.12591999769210815","-0.12591999769210815","-0.5148599743843079","-0.5148599743843079","-0.5148599743843079","0.9177799820899963","0.9177799820899963","0.9177799820899963","0.9378399848937988","0.9378399848937988","0.9378399848937988"
"172","-0.07773999869823456","-0.07773999869823456","-0.07773999869823456","-0.10337600111961365","-0.10337600111961365","-0.10337600111961365","-0.49553999304771423","-0.49553999304771423","-0.49553999304771423","0.9311519861221313","0.9311519861221313","0.9311519861221313","0.9240919947624207","0.9240919947624207","0.9240919947624207"
"173","-0.07750800251960754","-0.07750800251960754","-0.07750800251960754","-0.09507600218057632","-0.09507600218057632","-0.09507600218057632","-0.49549201130867004","-0.49549201130867004","-0.49549201130867004","0.9349520206451416","0.9349520206451416","0.9349520206451416","0.9246079921722412","0.9246079921722412","0.9246079921722412"
